"moral","道徳的な",,,,,,,
"eager","熱心な",,,,,,,
"remarkable","すばらしい",,,,,,,
"evil","（道徳的に）悪い",,,,,,,
"awake","目を覚まして",,,,,,,
"aged","年老いた",,,,,,,
"anxious","（未知のことを）
心配して
切望して",,,,,,,
"thin","薄い",,,,,,,
"nuclear","核の，原子力の",,,,,,,
"legal"," 合法の，法律の",,,,,,,
"curious","好奇心が強い",,,,,,,
"calm","冷静な",,,,,,,
"tough","たくましい
骨の折れる",,,,,,,
"civil","一般市民の",,,,,,,
"actually","実は",,,,,,,
"nearly","ほとんど",,,,,,,
"therefore","それゆえに",,,,,,,
"exactly"," 正確に",,,,,,,
"possibly","ひょっとすると
(cannot possibly V)
どうしてもVできない",,,,,,,
"contrary","反対に",,,,,,,
"occasionally","時々",,,,,,,
"somehow","どういうわけか，
なぜか",,,,,,,
"seldom","めったに…ない
(=hardly ever)",,,,,,,
"thus","それゆえ
そのように",,,,,,,
"whereas","〜だか一方",,,,,,,
"besides","〜に加えて",,,,,,,
"general","一般的な
全体的な",,,,,,,
"various","さまざまな
(=varied)",,,,,,,
"similar","(be similar to A)
Aに似ている",,,,,,,
"complete","完全な
［動］〜を完成する",,,,,,,
"recent","最近の",,,,,,,
"expensive","高価な
金のかかる
(=costly)",,,,,,,
"political","政治的な",,,,,,,
"aware","(be aware of A)
Aに気づいている，
意識している
(=conscious)",,,,,,,
"ancient","古代の",,,,,,,
"medical","医学の
医療の",,,,,,,
"essential","不可欠な
本質的な",,,,,,,
"huge","巨大な
莫大な",,,,,,,
"terrible","ひどい
恐ろしい",,,,,,,
"practical","実用的な
現実的な",,,,,,,
"entire","全体の
完全な(=whole)",,,,,,,
"favorite","いちばん好きな
［名］お気に入りの物
［人］",,,,,,,
"comfortable","快適な
くつろいだ(+with)",,,,,,,
"active","積極的な
活動的な",,,,,,,
"typical","典型的な",,,,,,,
"ideal","理想的な
［名］理想",,,,,,,
"vast","広大な
ばく大な
(=large)",,,,,,,
"appropriate","適切な
(=suitable)",,,,,,,
"empty","からの
［動］〜をからにする",,,,,,,
"rapid","急速な",,,,,,,
