"supply","〜を供給する",,,,,,,
"gain","〜を得る",,,,,,,
"destroy","〜を破壊する",,,,,,,
"apply","当てはまる
申し込む",,,,,,,
"seek","〜を求める",,,,,,,
"search","（search for A)
Aを捜す",,,,,,,
"claim","〜と主張する
〜を（当然の権利
として）要求する",,,,,,,
"draw","〜を引っぱる
〈図・絵〉を
（線で）描く",,,,,,,
"introduce","〜を紹介する",,,,,,,
"refuse","〈申し出など〉
を断る",,,,,,,
"mention","〜について述べる",,,,,,,
"judge","〜を判断する",,,,,,,
"approach","（〜に）接近する
〈問題など〉に取り組む
［名］（研究などの）
方法",,,,,,,
"admit","〈自分に不利・
不快なこと〉を認める（+that〜)",,,,,,,
"reflect","〜を反映する,
反射する
(reflect on A)
Aについてよく考える",,,,,,,
"perform","〜を行う,
〜を遂行する
(=carry out)",,,,,,,
"bore","〈人〉をうんざりさせる",,,,,,,
"survive","生き残る",,,,,,,
"represent","〜を表す",,,,,,,
"argue","〜と主張する
(+that〜)",,,,,,,
"grant","〜を認める
(=admit)
〜を与える",,,,,,,
"indicate","〜を指し示す",,,,,,,
"belong","所属している",,,,,,,
"acquire","〈言語,技術など〉
を習得する",,,,,,,
"reply","返事をする",,,,,,,
"feed","〜にエサをやる,
〜を養う",,,,,,,
"escape","逃げる",,,,,,,
"replace","〜に取って代わる,
〜を取り替える",,,,,,,
"reveal","〜を明らかにする",,,,,,,
"surround","〜を取り囲む",,,,,,,
"suit","〜に合う",,,,,,,
"estimate","〈数量〉を推定する",,,,,,,
"aim","(aim at A)
Aをねらう",,,,,,,
"earn","〈金〉をもうける,
かせぐ",,,,,,,
"decline","衰退する，低下する
〜を辞退する",,,,,,,
"afford","〜をする［持つ］
余裕がある",,,,,,,
"confuse","〈人〉を当惑させる",,,,,,,
"graduate","(graduate from A)
Aを卒業する",,,,,,,
"vary","変わる,
さまざまである",,,,,,,
"remove","〜を移す，取り去る",,,,,,,
"insist","〜と（強く）主張する,
言い張る",,,,,,,
"examine","〜を調査する",,,,,,,
"remind","(remind A of B)
AにBのことを
思い出させる",,,,,,,
"contribute","(to+A)Aに貢献する;
Aの一因となる
(+A to B)
AをBに寄付する",,,,,,,
"warn","〈人〉に警告する",,,,,,,
"connect","〜をつなぐ",,,,,,,
"match","〜に匹敵する
〜に調和する
(=go with)",,,,,,,
"focus","焦点を合わせる",,,,,,,
"reject","〈提案など〉を断る",,,,,,,
"convince","〈人〉を納得させる,
確信させる",,,,,,,
