"classical","〈音楽が〉
クラシックの",,,,,,,
"Muslim","イスラム教の",,,,,,,
"grave","重大な
(=serious);
重々しい",,,,,,,
"fertile","肥えた",,,,,,,
"hostile","(be hostile to A)
Aに敵意を持つ",,,,,,,
"indispensable","不可欠だ
(+to，for)",,,,,,,
"alert","(be alert to A)
Aに用心する
頭がさえている",,,,,,,
"trivial","ささいな
とるに足らない
(=trifling)",,,,,,,
"oriented","志向の
関心がある",,,,,,,
"splendid","すばらしい
壮麗な",,,,,,,
"competent","有能な
(=skillful)",,,,,,,
"supreme","最高の",,,,,,,
"sheer","まったくの",,,,,,,
"sacred","聖
神聖な(=holy)",,,,,,,
"bold","大胆な
(=brave，daring)",,,,,,,
"uneasy","不安な",,,,,,,
"neat","きちんとした
こぎれいな",,,,,,,
"shallow","浅い
浅はかな",,,,,,,
"loyal","(loyal to A)
Aに忠実な",,,,,,,
"superficial","表面的な
うわべの；浅薄な",,,,,,,
"absurd","ばかげた
(=foolish)",,,,,,,
"fragile","壊れやすい
もろい",,,,,,,
"respectable","ちゃんとした
立派な；下品でない",,,,,,,
"magnificent","すばらしい
立派な",,,,,,,
"infinite","無限の",,,,,,,
"comprehensive","包括的
総合的な，広範囲の",,,,,,,
"steep","険しい
急な",,,,,,,
"gross","総，総計の;
〈誤りなどが〉ひどい",,,,,,,
"subsequent","次に起こる
(時間的に)後の,
次の(=following)",,,,,,,
"sincere","誠実な
心からの",,,,,,,
"timid","おくびょうな",,,,,,,
"neutral","中立の
公平な",,,,,,,
"diligent","勤勉な",,,,,,,
"sore","痛い",,,,,,,
"contaminated","汚染された
(=polluted)",,,,,,,
"ambiguous","どちらとも取れる
あいまいな，多義的な",,,,,,,
"oral","口述の
(⇔written)",,,,,,,
"restless","落ち着かない
そわそわした，不安な",,,,,,,
"savage","野蛮な
残忍な
［名］野蛮人",,,,,,,
"vigorous","精力的な
元気はつらつな",,,,,,,
"immense","莫大な
計り知れぬ",,,,,,,
"metropolitan","大都市の",,,,,,,
"punctual","時間をきっちり守る",,,,,,,
"solitary","孤独な
寂しい(=lonely)",,,,,,,
"collective","集団の
集合的な",,,,,,,
"diplomatic","外交の
外交的な",,,,,,,
"brutal","残忍な",,,,,,,
"helpless","無力な",,,,,,,
"arrogant","ごう慢な
いばった",,,,,,,
"bankrupt","(go bankrupt)
破産する",,,,,,,
