"bet","きっと～だと思う
",,,,,,,
"declare","～を宣言する
〜と明言する(+that〜)",,,,,,,
"alter","～を変える
変わる(=change)",,,,,,,
"retire","(retire of A)
Aを辞める
退職する，引退する",,,,,,,
"transform","(transform A into B)
AをBに変える
〜を変形する",,,,,,,
"defeat ","～を打ち負かす
(=beat)",,,,,,,
"investigate","～を調査する",,,,,,,
"pretend ","(pretend to V)
Vするふりをする
(=make believe)",,,,,,,
"annoy","～をいらだたせる",,,,,,,
"deserve","(deserve to V)
Vして当然だ
〜を受けるに値する",,,,,,,
"bury","～を埋める",,,,,,,
"cope","(cope with A)
Aにうまく対処する",,,,,,,
"pour","～を注ぐ",,,,,,,
"score","～を取る
〜を得点する
［名］得点",,,,,,,
"accomplish ","～をやりとげる
(=carry out)",,,,,,,
"hesitate","(hesitate to V)
Vするのをためらう",,,,,,,
"endure","～に耐える",,,,,,,
"translate","(translate A into B)
AをBに翻訳する",,,,,,,
"guarantee","～を保証する",,,,,,,
"dominate","～を支配する
(=control，rule)",,,,,,,
"confirm","～を裏づける
〜を確認する",,,,,,,
"greet","～にあいさつする
〜を迎える",,,,,,,
"entertain","～を楽しませる",,,,,,,
"defend","(defend A against B)
BからAを守る
〜を弁護する",,,,,,,
"forbid","(forbid A to V)
AがVするのを禁じる",,,,,,,
"broadcast ","～を放送する
［名］放送，番組",,,,,,,
"sacrifice ","～を犠牲にする
［名］犠牲，いけにえ",,,,,,,
"punish","(punish A for B)
AをB(悪事など)
のことで罰する",,,,,,,
"glance","(glance at A)
Aをちらりと見る
［名］ちらりと見ること",,,,,,,
"retain","～を保持する
〜を保つ(=keep)",,,,,,,
"calculate ","～を計算する
〜と推定する(+that〜)",,,,,,,
"sink","沈む
〜を沈める
［名］(台所の)流し",,,,,,,
"rescue ","～を救助する
［名］救助",,,,,,,
"beg","(beg A to V)
AにVするよう乞う
請い求める(+for)",,,,,,,
"apologize","(apologize to A for B)
AにBのことで謝る",,,,,,,
"deceive","～をだます
(=take in)",,,,,,,
"convey","～を伝える",,,,,,,
"sustain","～を維持する",,,,,,,
"float","浮かぶ
〜を浮かべる",,,,,,,
"vanish","消える
(=disappear)
",,,,,,,
"fade","(fade away)
薄れる
色あせる，弱まる",,,,,,,
"regulate","～を規制する
〜を調整する",,,,,,,
"distribute","〜を分配する
〜を配布する",,,,,,,
"enhance","～を向上させる
〈力・価値〉を高める",,,,,,,
"chat","(chat with A)
Aとおしゃべりする
［名］おしゃべり",,,,,,,
"exceed","～を超える
〜にまさる",,,,,,,
"wipe","～をふく",,,,,,,
"cooperate","(cooperate with A)
Aと協力する",,,,,,,
"inherit","(inherit A from B)
AをBから受け継ぐ",,,,,,,
"restore","～を修復する
〜を回復する",,,,,,,
