"by accident","偶然",,,,,,,
"cannot but〜","〜せざるを得ない",,,,,,,
"far from〜","すこしも〜でない",,,,,,,
"in time","間に合って",,,,,,,
"care for〜","〜の世話をする",,,,,,,
"be proud of〜","〜を誇りに思う",,,,,,,
"out of the question","問題外  論外",,,,,,,
"bring up〜","〜を育てる",,,,,,,
"depend on〜","〜に頼る",,,,,,,
"on behalf of〜","〜を代表して",,,,,,,
"make up one's mind","決心する",,,,,,,
"in a sense","ある意味では",,,,,,,
"be subject to〜","〜(の支配)を受けやすい",,,,,,,
"so as to 不定詞","〜するために(目的)",,,,,,,
"on duty/off duty","勤務中で/非番で",,,,,,,
"in advance","前もって",,,,,,,
"so that〜may…","〜が…できるために(目的)",,,,,,,
"in common (with〜)","(〜と)共通に",,,,,,,
"break down","故障する",,,,,,,
"more or less","多かれ少なかれ",,,,,,,
"give in (to〜)","(〜に)屈服する",,,,,,,
"be sure to 不定詞","きっと(必ず)〜する",,,,,,,
"get on","〜(乗り物)に乗る",,,,,,,
"succeed in〜","〜に成功する",,,,,,,
"be anxious about","〜を心配する",,,,,,,
"take advantage of〜","〜を利用する",,,,,,,
"do harm","〜に害を与える",,,,,,,
"consist of〜","〜から成り立つ",,,,,,,
"as long as〜","〜する限り",,,,,,,
"as far as〜","〜する限りでは",,,,,,,
"second to none","何物にも劣らない",,,,,,,
"as follows","次の通り",,,,,,,
"by(in) virtue of〜","〜のおかげで",,,,,,,
"in case…","…するといけないから",,,,,,,
"of + 抽象名詞","=形容詞",,,,,,,
"boast of〜","〜を自慢する",,,,,,,
"no longer〜","もはや〜ではない",,,,,,,
"all at once","突然",,,,,,,
"to some extent","ある程度まで",,,,,,,
"as a matter of fact","実を言うと
=to tell the truth",,,,,,,
"it is worth while to〜","〜する価値がある",,,,,,,
"by no means","決して〜ない",,,,,,,
"all of a sudden","突然
=suddenly",,,,,,,
"in(with) regard to〜","〜に関しては",,,,,,,
"in respect to(of)〜","〜に関して",,,,,,,
"none of your business","よけいなお世話",,,,,,,
"as well","(その上)…もまた",,,,,,,
"when it comes to〜","〜ということになると",,,,,,,
"in a hurry","あわてて(急いで)",,,,,,,
"laugh at〜","〜を笑う",,,,,,,
"pay attention to〜","〜に注意を払う",,,,,,,
"rob〜of…","〜から…を奪う",,,,,,,
"be ashamed of〜","〜を恥じる",,,,,,,
"be about to 不定詞","(まさに)〜しようとしている",,,,,,,
"amount to〜","(総計して)〜になる",,,,,,,
"and so on","など",,,,,,,
"have an idea","考えがある",,,,,,,
"No matter how〜","たとえどんなに〜でも",,,,,,,
"be known to〜","〜に知られている",,,,,,,
"look up to〜","〜を尊敬する",,,,,,,
"be bound to〜","必ず〜する",,,,,,,
"prepare for〜","〜への準備をする",,,,,,,
"rely on(upon)〜","〜に頼る",,,,,,,
"come across〜","〜に(偶然)出会う",,,,,,,
"in addition to〜","〜に加えて",,,,,,,
"be satisfied with〜","〜に満足している",,,,,,,
"in turn","順番に",,,,,,,
"think much of〜","〜のことを重視する",,,,,,,
"do without〜","〜なしですます",,,,,,,
"imform A of B","AにBを知らせる",,,,,,,
"insist on〜","〜主張する",,,,,,,
"before long","そのうち/まもなく",,,,,,,
"account for〜","〜を説明する",,,,,,,
"on occation","ときおり",,,,,,,
"owe…to〜","…は〜のおかげである",,,,,,,
"the last〜to(that)…","最も…しそうにない〜",,,,,,,
"object to〜","〜に反対する",,,,,,,
"close to〜","ほとんど〜",,,,,,,
"regardless of〜","〜にかかわらず",,,,,,,
"it is no use〜ing","〜しても無駄である",,,,,,,
"take〜into consideration","〜を考慮に入れる",,,,,,,
"compare A with B","AとBを比較する",,,,,,,
"provide A with B","AにBを供給する",,,,,,,
"nothing but〜","〜にすぎない",,,,,,,
"in accordance with〜","〜に従って",,,,,,,
"long for〜","〜を切望する",,,,,,,
"carry out","実行する",,,,,,,
"do away with〜","〜を廃止する",,,,,,,
"at any rate","とにかく",,,,,,,
"it is not until〜that…","〜して初めて…する",,,,,,,
"carry on〜","〜し続ける",,,,,,,
"to say nothing of〜","〜は言うまでもなく",,,,,,,
"find out","〜を見つけ出す",,,,,,,
"point out〜","〜を指摘する",,,,,,,
"consist in","〜にある",,,,,,,
"to one's surprise","(〜が)驚いたことには",,,,,,,
"have nothing to do with〜","〜と無関係である",,,,,,,
"be content with〜","〜に満足している",,,,,,,
"be true of","〜に当てはまる",,,,,,,
"look on(upon) A as B","AをBとみなす",,,,,,,
