"あく","満足する",,,,,,,
"かたへ","そば・そばの人",,,,,,,
"つごもり","月末",,,,,,,
"みそかなり","ひそか・こっそり",,,,,,,
"ありく","歩く",,,,,,,
"かち","徒歩",,,,,,,
"をこなり","ばかだ・愚かだ",,,,,,,
"あさまし","驚きあきれる",,,,,,,
"あいなし","①不愉快だ・つまらない
いやだ
②むやみに",,,,,,,
"ありがたし","めったにない",,,,,,,
"ののしる","①大騒ぎする
②評判になる",,,,,,,
"めづ","ほめる・感動する",,,,,,,
"めでたし","素晴らしい",,,,,,,
"なほ","①やはり
②もっと",,,,,,,
"さすがに","そうは言ってもやはり",,,,,,,
"わぶ","つらい・困る",,,,,,,
"わびし","つらい・困る",,,,,,,
"はかばかし","きちんとしている",,,,,,,
"あたらし","もったいない",,,,,,,
"むげ(なり)","ひどい",,,,,,,
"うたて","いやだ",,,,,,,
"すごし","ぞっとする",,,,,,,
"すさまじ","ぞっとする",,,,,,,
"かしこし","畏れ多い",,,,,,,
"くちをし","ざんねんだ",,,,,,,
"なまめかし","優雅だ・優美だ",,,,,,,
"こころにくし","奥ゆかしい",,,,,,,
"ねんず","①祈る
②我慢する",,,,,,,
"すきずきし","①風流好みである
②恋愛好きである",,,,,,,
"とし","早い",,,,,,,
"かなし","①愛しい
②悲しい",,,,,,,
"はづかし","①恥ずかしい
②立派だ・優れている",,,,,,,
"ことごとし","大げさだ・仰々しい",,,,,,,
"なつかし","親しみを感じる",,,,,,,
"あながちなり","強引に・無理に",,,,,,,
"せめて","強引に・無理に",,,,,,,
"うるはし","きちんと整っていて美しい",,,,,,,
"めやすし","見た目がよい
見た感じがよい",,,,,,,
"しげし","多い",,,,,,,
"ねむごろなり","①熱心だ・丁寧だ
②親しくする",,,,,,,
"あやし","①不思議だ・奇妙だ
②身分が低い
みすぼらしい
田舎臭い",,,,,,,
"わりなし","①筋が通らない
無理だ
②どうしようもない
しかたがない",,,,,,,
"びんなし
ふびんなり","①不都合だ
②気の毒だ",,,,,,,
"かたはらいたし","①はらはらする
見苦しい
②恥ずかしい
気づまりだ",,,,,,,
"やがて","①そのまま
②すぐに",,,,,,,
"せうそこ","①連絡・手紙
②挨拶・訪問",,,,,,,
"いたづらなり","①むだだ
②むなしい",,,,,,,
"さうなし","①またとない
比類ない
②ためらわない
無造作だ",,,,,,,
"つとめて","①早朝
②翌朝",,,,,,,
"おどろく","①気がつく
②目がさめる
③驚く",,,,,,,
