"さらぬ","①立ち去らない
②避けられない
③別の・違う",,,,,,,
"つきづきし","ふさわしい・似つかわしい",,,,,,,
"こころづきなし","いやだ・気に入らない",,,,,,,
"いさ","さあ",,,,,,,
"いざ","さあ",,,,,,,
"なぞ
など","どうして",,,,,,,
"なんでふ
なでふ","①なんという
②どうして",,,,,,,
"そこばく","たくさん",,,,,,,
"いくばく","どれほど",,,,,,,
"あらまし","①計画",,,,,,,
"あらまほし","理想的だ",,,,,,,
"いたし
いと","たいへん・はなはだしい",,,,,,,
"いとど","ますます",,,,,,,
"あし","悪い",,,,,,,
"わろし","よくない",,,,,,,
"よろし","悪くない",,,,,,,
"よし","よい",,,,,,,
"きしかた
こしかた","過去・これまで",,,,,,,
"ゆくすゑ","将来・これから",,,,,,,
"ひねもす","一日中・終日",,,,,,,
"よ(も)すがら","一晩中・夜通し",,,,,,,
"うしろめたし","不安だ・気がかりだ",,,,,,,
"うしろやすし","安心だ",,,,,,,
"まほなり","完全だ",,,,,,,
"かたほなり","ふかんぜんだ",,,,,,,
"さ
しか","そう・それ・そのように",,,,,,,
"かく","こう・これ・このように",,,,,,,
"と","ああ・あれ・あのように",,,,,,,
"さり
しかり","そうである・そうだ",,,,,,,
"かかり","こうであり・こうだ",,,,,,,
"とあり","ああである・ああだ",,,,,,,
"さるべき
しかるべき","①ふさわしい
②立派な・身分の高い
③そういう運命の",,,,,,,
"さるものにして","①それはそうとして・
それはともかく
②言うまでもなく・もちろん",,,,,,,
"さながら
しながら","①そのまま
②全部
③まるで
④結局・要するに
⑤しかし",,,,,,,
"いかでか","①どうして〜か
②いや〜ない
③なんとかして",,,,,,,
"な〜そ","〜しないでほしい
〜してはいけない",,,,,,,
"名(を)形み","名が形ので",,,,,,,
"きこゆ","①聞こえる
②評判になる
③申し上げる",,,,,,,
"あな
あはれ","ああ",,,,,,,
"〜ごさんなれ。","〜であるらしい
〜だそうだ
〜だということだ",,,,,,,
"未然形＋ばこそあらめ、","〜ならともかく",,,,,,,
"ふみ","①手紙
②書物
③学問
④感誌",,,,,,,
"おこす","よこす",,,,,,,
"いらふ","答える・返事をする",,,,,,,
"まだし","①まだ早い
②未熟だ",,,,,,,
"ゆくりなし","突然だ・思いがけない",,,,,,,
"すなわち","すぐに",,,,,,,
"なべて","一般に",,,,,,,
"おほかた","①だいたい・一般に
②そもそも",,,,,,,
"おのづから","①自然と
②偶然・たまたま
③万一・ひょっとして",,,,,,,
